,from_dataset,from_action_idx,from_action_name,to_dataset,to_action_idx,to_action_name,relation
1435,kinetics700,405,playing_laser_tag,activitynet,119,Playing_pool,similar
1436,kinetics700,405,playing_laser_tag,activitynet,120,Playing_racquetball,similar
1437,kinetics700,405,playing_laser_tag,activitynet,121,Playing_rubik_cube,similar
1438,kinetics700,407,playing_mahjong,activitynet,104,Playing_badminton,similar
1439,kinetics700,407,playing_mahjong,activitynet,106,Playing_beach_volleyball,similar
1440,kinetics700,407,playing_mahjong,activitynet,107,Playing_blackjack,similar
1441,kinetics700,407,playing_mahjong,activitynet,110,Playing_field_hockey,similar
1442,kinetics700,407,playing_mahjong,activitynet,114,Playing_ice_hockey,similar
1443,kinetics700,407,playing_mahjong,activitynet,115,Playing_kickball,similar
1444,kinetics700,407,playing_mahjong,activitynet,116,Playing_lacrosse,similar
1445,kinetics700,407,playing_mahjong,activitynet,118,Playing_polo,similar
1446,kinetics700,407,playing_mahjong,activitynet,119,Playing_pool,similar
1447,kinetics700,407,playing_mahjong,activitynet,120,Playing_racquetball,similar
1448,kinetics700,407,playing_mahjong,activitynet,121,Playing_rubik_cube,similar
1449,kinetics700,409,playing_marbles,activitynet,104,Playing_badminton,similar
1450,kinetics700,409,playing_marbles,activitynet,106,Playing_beach_volleyball,similar
1451,kinetics700,409,playing_marbles,activitynet,107,Playing_blackjack,similar
1452,kinetics700,409,playing_marbles,activitynet,110,Playing_field_hockey,similar
1453,kinetics700,409,playing_marbles,activitynet,114,Playing_ice_hockey,similar
1454,kinetics700,409,playing_marbles,activitynet,115,Playing_kickball,similar
1455,kinetics700,409,playing_marbles,activitynet,116,Playing_lacrosse,similar
1456,kinetics700,409,playing_marbles,activitynet,118,Playing_polo,similar
1457,kinetics700,409,playing_marbles,activitynet,119,Playing_pool,similar
1458,kinetics700,409,playing_marbles,activitynet,120,Playing_racquetball,similar
1459,kinetics700,409,playing_marbles,activitynet,121,Playing_rubik_cube,similar
1460,kinetics700,410,playing_monopoly,activitynet,104,Playing_badminton,similar
1461,kinetics700,410,playing_monopoly,activitynet,106,Playing_beach_volleyball,similar
1462,kinetics700,410,playing_monopoly,activitynet,107,Playing_blackjack,similar
1463,kinetics700,410,playing_monopoly,activitynet,110,Playing_field_hockey,similar
1464,kinetics700,410,playing_monopoly,activitynet,114,Playing_ice_hockey,similar
1465,kinetics700,410,playing_monopoly,activitynet,115,Playing_kickball,similar
1466,kinetics700,410,playing_monopoly,activitynet,116,Playing_lacrosse,similar
1467,kinetics700,410,playing_monopoly,activitynet,118,Playing_polo,similar
1468,kinetics700,410,playing_monopoly,activitynet,119,Playing_pool,similar
1469,kinetics700,410,playing_monopoly,activitynet,120,Playing_racquetball,similar
1470,kinetics700,410,playing_monopoly,activitynet,121,Playing_rubik_cube,similar
1471,kinetics700,416,playing_paintball,activitynet,104,Playing_badminton,similar
1472,kinetics700,416,playing_paintball,activitynet,106,Playing_beach_volleyball,similar
1473,kinetics700,416,playing_paintball,activitynet,107,Playing_blackjack,similar
1474,kinetics700,416,playing_paintball,activitynet,110,Playing_field_hockey,similar
1475,kinetics700,416,playing_paintball,activitynet,114,Playing_ice_hockey,similar
1476,kinetics700,416,playing_paintball,activitynet,115,Playing_kickball,similar
1477,kinetics700,416,playing_paintball,activitynet,116,Playing_lacrosse,similar
1478,kinetics700,416,playing_paintball,activitynet,118,Playing_polo,similar
1479,kinetics700,416,playing_paintball,activitynet,119,Playing_pool,similar
1480,kinetics700,416,playing_paintball,activitynet,120,Playing_racquetball,similar
1481,kinetics700,416,playing_paintball,activitynet,121,Playing_rubik_cube,similar
1482,kinetics700,420,playing_pinball,activitynet,104,Playing_badminton,similar
1483,kinetics700,420,playing_pinball,activitynet,106,Playing_beach_volleyball,similar
1484,kinetics700,420,playing_pinball,activitynet,107,Playing_blackjack,similar
1485,kinetics700,420,playing_pinball,activitynet,110,Playing_field_hockey,similar
1486,kinetics700,420,playing_pinball,activitynet,114,Playing_ice_hockey,similar
1487,kinetics700,420,playing_pinball,activitynet,115,Playing_kickball,similar
1488,kinetics700,420,playing_pinball,activitynet,116,Playing_lacrosse,similar
1489,kinetics700,420,playing_pinball,activitynet,118,Playing_polo,similar
1490,kinetics700,420,playing_pinball,activitynet,119,Playing_pool,similar
1491,kinetics700,420,playing_pinball,activitynet,120,Playing_racquetball,similar
1492,kinetics700,420,playing_pinball,activitynet,121,Playing_rubik_cube,similar
1493,kinetics700,422,playing_poker,activitynet,104,Playing_badminton,similar
1494,kinetics700,422,playing_poker,activitynet,106,Playing_beach_volleyball,similar
1495,kinetics700,422,playing_poker,activitynet,107,Playing_blackjack,similar
1496,kinetics700,422,playing_poker,activitynet,110,Playing_field_hockey,similar
1497,kinetics700,422,playing_poker,activitynet,114,Playing_ice_hockey,similar
1498,kinetics700,422,playing_poker,activitynet,115,Playing_kickball,similar
1499,kinetics700,422,playing_poker,activitynet,116,Playing_lacrosse,similar
1500,kinetics700,422,playing_poker,activitynet,118,Playing_polo,similar
1501,kinetics700,422,playing_poker,activitynet,119,Playing_pool,similar
1502,kinetics700,422,playing_poker,activitynet,120,Playing_racquetball,similar
1503,kinetics700,422,playing_poker,activitynet,121,Playing_rubik_cube,similar
1504,kinetics700,427,playing_rubiks_cube,activitynet,104,Playing_badminton,similar
1505,kinetics700,427,playing_rubiks_cube,activitynet,106,Playing_beach_volleyball,similar
1506,kinetics700,427,playing_rubiks_cube,activitynet,107,Playing_blackjack,similar
1507,kinetics700,427,playing_rubiks_cube,activitynet,110,Playing_field_hockey,similar
1508,kinetics700,427,playing_rubiks_cube,activitynet,114,Playing_ice_hockey,similar
1509,kinetics700,427,playing_rubiks_cube,activitynet,115,Playing_kickball,similar
1510,kinetics700,427,playing_rubiks_cube,activitynet,116,Playing_lacrosse,similar
1511,kinetics700,427,playing_rubiks_cube,activitynet,118,Playing_polo,similar
1512,kinetics700,427,playing_rubiks_cube,activitynet,119,Playing_pool,similar
1513,kinetics700,427,playing_rubiks_cube,activitynet,120,Playing_racquetball,similar
1514,kinetics700,427,playing_rubiks_cube,activitynet,121,Playing_rubik_cube,equal
1515,kinetics700,429,playing_scrabble,activitynet,104,Playing_badminton,similar
1516,kinetics700,429,playing_scrabble,activitynet,106,Playing_beach_volleyball,similar
1517,kinetics700,429,playing_scrabble,activitynet,107,Playing_blackjack,similar
1518,kinetics700,429,playing_scrabble,activitynet,110,Playing_field_hockey,similar
1519,kinetics700,429,playing_scrabble,activitynet,114,Playing_ice_hockey,similar
1520,kinetics700,429,playing_scrabble,activitynet,115,Playing_kickball,similar
1521,kinetics700,429,playing_scrabble,activitynet,116,Playing_lacrosse,similar
1522,kinetics700,429,playing_scrabble,activitynet,118,Playing_polo,similar
1523,kinetics700,429,playing_scrabble,activitynet,119,Playing_pool,similar
1524,kinetics700,429,playing_scrabble,activitynet,120,Playing_racquetball,similar
1525,kinetics700,429,playing_scrabble,activitynet,121,Playing_rubik_cube,similar
1526,kinetics700,430,playing_shuffleboard,activitynet,104,Playing_badminton,similar
1527,kinetics700,430,playing_shuffleboard,activitynet,106,Playing_beach_volleyball,similar
1528,kinetics700,430,playing_shuffleboard,activitynet,107,Playing_blackjack,similar
1529,kinetics700,430,playing_shuffleboard,activitynet,110,Playing_field_hockey,similar
1530,kinetics700,430,playing_shuffleboard,activitynet,114,Playing_ice_hockey,similar
1531,kinetics700,430,playing_shuffleboard,activitynet,115,Playing_kickball,similar
1532,kinetics700,430,playing_shuffleboard,activitynet,116,Playing_lacrosse,similar
1533,kinetics700,430,playing_shuffleboard,activitynet,118,Playing_polo,similar
1534,kinetics700,430,playing_shuffleboard,activitynet,119,Playing_pool,similar
1535,kinetics700,430,playing_shuffleboard,activitynet,120,Playing_racquetball,similar
1536,kinetics700,430,playing_shuffleboard,activitynet,121,Playing_rubik_cube,similar
1537,kinetics700,430,playing_shuffleboard,activitynet,155,Shuffleboard,equal
1538,kinetics700,431,playing_slot_machine,activitynet,104,Playing_badminton,similar
1539,kinetics700,431,playing_slot_machine,activitynet,106,Playing_beach_volleyball,similar
1540,kinetics700,431,playing_slot_machine,activitynet,107,Playing_blackjack,similar
1541,kinetics700,431,playing_slot_machine,activitynet,110,Playing_field_hockey,similar
1542,kinetics700,431,playing_slot_machine,activitynet,114,Playing_ice_hockey,similar
1543,kinetics700,431,playing_slot_machine,activitynet,115,Playing_kickball,similar
1544,kinetics700,431,playing_slot_machine,activitynet,116,Playing_lacrosse,similar
1545,kinetics700,431,playing_slot_machine,activitynet,118,Playing_polo,similar
1546,kinetics700,431,playing_slot_machine,activitynet,119,Playing_pool,similar
1547,kinetics700,431,playing_slot_machine,activitynet,120,Playing_racquetball,similar
1548,kinetics700,431,playing_slot_machine,activitynet,121,Playing_rubik_cube,similar
1549,kinetics700,455,pulling_rope_(game),activitynet,179,Tug_of_war,similar
1550,kinetics700,492,rock_scissors_paper,activitynet,142,Rock-paper-scissors,equal
1551,activitynet,107,Playing_blackjack,kinetics700,533,shuffling_cards,is-a
1552,kinetics700,256,hurling_(sport),activitynet,75,Hurling,equal
1553,kinetics700,376,playing_badminton,activitynet,104,Playing_badminton,equal
1554,kinetics700,376,playing_badminton,activitynet,116,Playing_lacrosse,similar
1555,kinetics700,376,playing_badminton,activitynet,120,Playing_racquetball,similar
1556,kinetics700,376,playing_badminton,activitynet,123,Playing_squash,similar
1557,kinetics700,389,playing_cricket,activitynet,34,Cricket,equal
1558,kinetics700,389,playing_cricket,activitynet,104,Playing_badminton,similar
1559,kinetics700,389,playing_cricket,activitynet,116,Playing_lacrosse,similar
1560,kinetics700,389,playing_cricket,activitynet,120,Playing_racquetball,similar
1561,kinetics700,389,playing_cricket,activitynet,123,Playing_squash,similar
1562,kinetics700,395,playing_field_hockey,activitynet,104,Playing_badminton,similar
1563,kinetics700,395,playing_field_hockey,activitynet,116,Playing_lacrosse,similar
1564,kinetics700,395,playing_field_hockey,activitynet,120,Playing_racquetball,similar
1565,kinetics700,395,playing_field_hockey,activitynet,123,Playing_squash,similar
1566,kinetics700,421,playing_ping_pong,activitynet,104,Playing_badminton,similar
1567,kinetics700,421,playing_ping_pong,activitynet,116,Playing_lacrosse,similar
1568,kinetics700,421,playing_ping_pong,activitynet,120,Playing_racquetball,similar
1569,kinetics700,421,playing_ping_pong,activitynet,123,Playing_squash,similar
1570,kinetics700,423,playing_polo,activitynet,104,Playing_badminton,similar
1571,kinetics700,423,playing_polo,activitynet,116,Playing_lacrosse,similar
1572,kinetics700,423,playing_polo,activitynet,120,Playing_racquetball,similar
1573,kinetics700,423,playing_polo,activitynet,123,Playing_squash,similar
1574,kinetics700,425,playing_road_hockey,activitynet,104,Playing_badminton,similar
1575,kinetics700,425,playing_road_hockey,activitynet,116,Playing_lacrosse,similar
1576,kinetics700,425,playing_road_hockey,activitynet,120,Playing_racquetball,similar
1577,kinetics700,425,playing_road_hockey,activitynet,123,Playing_squash,similar
1578,kinetics700,426,playing_rounders,activitynet,104,Playing_badminton,similar
1579,kinetics700,426,playing_rounders,activitynet,116,Playing_lacrosse,similar
1580,kinetics700,426,playing_rounders,activitynet,120,Playing_racquetball,similar
1581,kinetics700,426,playing_rounders,activitynet,123,Playing_squash,similar
1582,kinetics700,432,playing_squash_or_racquetball,activitynet,104,Playing_badminton,similar
1583,kinetics700,432,playing_squash_or_racquetball,activitynet,116,Playing_lacrosse,similar
1584,kinetics700,432,playing_squash_or_racquetball,activitynet,120,Playing_racquetball,equal
1585,kinetics700,432,playing_squash_or_racquetball,activitynet,123,Playing_squash,equal
1586,kinetics700,433,playing_tennis,activitynet,104,Playing_badminton,similar
1587,kinetics700,433,playing_tennis,activitynet,116,Playing_lacrosse,similar
1588,kinetics700,433,playing_tennis,activitynet,120,Playing_racquetball,similar
1589,kinetics700,433,playing_tennis,activitynet,123,Playing_squash,similar
1590,kinetics700,137,curling_(sport),activitynet,37,Curling,equal
1591,activitynet,114,Playing_ice_hockey,kinetics700,246,hockey_stop,is-a
1592,kinetics700,402,playing_ice_hockey,activitynet,114,Playing_ice_hockey,equal
1593,kinetics700,530,shoveling_snow,activitynet,154,Shoveling_snow,equal
1594,activitynet,157,Skiing,kinetics700,543,ski_ballet,is-a
1595,activitynet,157,Skiing,kinetics700,544,ski_jumping,is-a
1596,activitynet,157,Skiing,kinetics700,545,skiing_crosscountry,is-a
1597,activitynet,157,Skiing,kinetics700,546,skiing_mono,is-a
1598,activitynet,157,Skiing,kinetics700,547,skiing_slalom,is-a
1599,kinetics700,564,snowboarding,activitynet,163,Snowboarding,equal
1600,kinetics700,622,throwing_knife,activitynet,79,Javelin_throw,similar
1601,kinetics700,622,throwing_knife,activitynet,176,Throwing_darts,similar
1602,kinetics700,623,throwing_snowballs,activitynet,176,Throwing_darts,similar
1603,kinetics700,625,throwing_water_balloon,activitynet,176,Throwing_darts,similar
1604,activitynet,168,Sumo,kinetics700,604,tackling,is-a
1605,kinetics700,373,plastering,activitynet,101,Plastering,equal
1606,kinetics700,516,sharpening_knives,activitynet,150,Sharpening_knives,equal
1607,activitynet,97,Painting_fence,kinetics700,649,using_a_paint_roller,is-a
1608,activitynet,98,Painting_furniture,kinetics700,649,using_a_paint_roller,is-a
1609,activitynet,3,Assembling_bicycle,kinetics700,652,using_a_wrench,is-a
1610,activitynet,26,Changing_car_wheel,kinetics700,652,using_a_wrench,is-a
1611,activitynet,55,Fixing_bicycle,kinetics700,652,using_a_wrench,is-a
1612,kinetics700,688,welding,activitynet,196,Welding,equal
1613,kinetics700,262,installing_carpet,activitynet,77,Installing_carpet,equal
1614,kinetics700,287,laying_bricks,activitynet,84,Laying_tile,similar
1615,kinetics700,288,laying_concrete,activitynet,84,Laying_tile,similar
1616,kinetics700,289,laying_decking,activitynet,84,Laying_tile,similar
1617,kinetics700,290,laying_stone,activitynet,84,Laying_tile,similar
1618,kinetics700,291,laying_tiles,activitynet,84,Laying_tile,equal
1619,activitynet,68,Hanging_wallpaper,kinetics700,472,putting_wallpaper_on_wall,is-a
1620,activitynet,169,Surfing,kinetics700,45,bodysurfing,is-a
1621,kinetics700,45,bodysurfing,activitynet,197,Windsurfing,similar
1622,kinetics700,72,canoeing_or_kayaking,activitynet,23,Canoeing,equal
1623,kinetics700,72,canoeing_or_kayaking,activitynet,80,Kayaking,equal
1624,kinetics700,239,helmet_diving,activitynet,102,Plataform_diving,similar
1625,kinetics700,239,helmet_diving,activitynet,149,Scuba_diving,similar
1626,kinetics700,239,helmet_diving,activitynet,166,Springboard_diving,similar
1627,activitynet,170,Swimming,kinetics700,239,helmet_diving,is-a
1628,activitynet,170,Swimming,kinetics700,260,ice_swimming,is-a
1629,kinetics700,267,jetskiing,activitynet,194,Waterskiing,similar
1630,activitynet,169,Surfing,kinetics700,281,kitesurfing,is-a
1631,kinetics700,281,kitesurfing,activitynet,197,Windsurfing,similar
1632,activitynet,169,Surfing,kinetics700,301,longboarding,is-a
1633,kinetics700,301,longboarding,activitynet,189,Wakeboarding,similar
1634,activitynet,148,Sailing,kinetics700,352,parasailing,is-a
1635,kinetics700,498,sailing,activitynet,148,Sailing,equal
1636,kinetics700,590,surfing_water,activitynet,169,Surfing,equal
1637,kinetics700,590,surfing_water,activitynet,189,Wakeboarding,similar
1638,kinetics700,590,surfing_water,activitynet,194,Waterskiing,similar
1639,kinetics700,590,surfing_water,activitynet,197,Windsurfing,is-a
1640,kinetics700,677,water_skiing,activitynet,194,Waterskiing,equal
1641,activitynet,169,Surfing,kinetics700,690,windsurfing,is-a
1642,kinetics700,690,windsurfing,activitynet,197,Windsurfing,equal
1643,activitynet,167,Starting_a_campfire,kinetics700,296,lighting_candle,is-a
1644,kinetics700,303,looking_in_mirror,charades,94,Smiling in a mirror,similar
1645,kinetics700,303,looking_in_mirror,charades,96,Watching something/someone/themselves in a mirror,equal
1646,kinetics700,302,looking_at_phone,charades,16,Playing with a phone/camera,similar
1647,kinetics700,608,talking_on_cell_phone,charades,19,Talking on a phone/camera,equal
1648,kinetics700,110,cleaning_windows,charades,91,Washing a window,is-a
1649,kinetics700,164,doing_laundry,charades,5,Washing some clothes,equal
1650,charades,5,Washing some clothes,kinetics700,235,hand_washing_clothes,is-a
1651,kinetics700,320,making_the_bed,charades,75,Tidying up a blanket/s,similar
1652,kinetics700,511,setting_table,charades,12,Tidying up a table,similar
1653,kinetics700,592,sweeping_floor,charades,102,Tidying up with a broom,similar
1654,kinetics700,672,washing_dishes,charades,111,Washing a cup/glass/bottle,similar
1655,kinetics700,672,washing_dishes,charades,121,Wash a dish/dishes,equal
1656,kinetics700,124,cosplaying,charades,148,Someone is dressing,similar
1657,charades,4,Tidying some clothes,kinetics700,213,folding_clothes,is-a
1658,charades,148,Someone is dressing,kinetics700,470,putting_on_sari,is-a
1659,kinetics700,471,putting_on_shoes,charades,55,Putting on shoe/shoes,equal
1660,charades,148,Someone is dressing,kinetics700,471,putting_on_shoes,is-a
1661,charades,148,Someone is dressing,kinetics700,641,tying_bow_tie,is-a
1662,charades,148,Someone is dressing,kinetics700,643,tying_necktie,is-a
1663,charades,55,Putting on shoe/shoes,kinetics700,644,tying_shoe_laces,is-a
1664,charades,148,Someone is dressing,kinetics700,644,tying_shoe_laces,is-a
1665,charades,147,Someone is cooking something,kinetics700,20,baking_cookies,is-a
1666,charades,147,Someone is cooking something,kinetics700,22,barbequing,is-a
1667,charades,147,Someone is cooking something,kinetics700,53,breading_or_breadcrumbing,is-a
1668,charades,147,Someone is cooking something,kinetics700,119,cooking_chicken,is-a
1669,charades,147,Someone is cooking something,kinetics700,120,cooking_egg,is-a
1670,kinetics700,121,cooking_on_campfire,charades,147,Someone is cooking something,similar
1671,charades,147,Someone is cooking something,kinetics700,122,cooking_sausages_(not_on_barbeque),is-a
1672,charades,147,Someone is cooking something,kinetics700,123,cooking_scallops,is-a
1673,charades,147,Someone is cooking something,kinetics700,203,filling_cake,is-a
1674,charades,147,Someone is cooking something,kinetics700,210,flipping_pancake,is-a
1675,charades,147,Someone is cooking something,kinetics700,217,frying_vegetables,is-a
1676,kinetics700,306,making_a_cake,charades,66,Making a sandwich,similar
1677,charades,147,Someone is cooking something,kinetics700,306,making_a_cake,is-a
1678,kinetics700,307,making_a_sandwich,charades,66,Making a sandwich,equal
1679,charades,147,Someone is cooking something,kinetics700,307,making_a_sandwich,is-a
1680,kinetics700,310,making_cheese,charades,66,Making a sandwich,similar
1681,kinetics700,315,making_pizza,charades,66,Making a sandwich,similar
1682,charades,147,Someone is cooking something,kinetics700,315,making_pizza,is-a
1683,kinetics700,318,making_sushi,charades,66,Making a sandwich,similar
1684,charades,147,Someone is cooking something,kinetics700,318,making_sushi,is-a
1685,charades,147,Someone is cooking something,kinetics700,441,poaching_eggs,is-a
1686,charades,147,Someone is cooking something,kinetics700,450,preparing_salad,is-a
1687,charades,147,Someone is cooking something,kinetics700,488,roasting_marshmallows,is-a
1688,charades,147,Someone is cooking something,kinetics700,489,roasting_pig,is-a
1689,charades,147,Someone is cooking something,kinetics700,495,rolling_pastry,is-a
1690,charades,147,Someone is cooking something,kinetics700,505,scrambling_eggs,is-a
1691,charades,147,Someone is cooking something,kinetics700,509,seasoning_food,is-a
1692,charades,147,Someone is cooking something,kinetics700,515,shaping_bread_dough,is-a
1693,charades,147,Someone is cooking something,kinetics700,632,tossing_salad,is-a
1694,charades,156,Someone is eating something,kinetics700,156,dining,is-a
1695,charades,106,Drinking from a cup/glass/bottle,kinetics700,169,drinking_shots,is-a
1696,kinetics700,179,eating_burger,charades,65,Eating a sandwich,similar
1697,charades,156,Someone is eating something,kinetics700,179,eating_burger,is-a
1698,kinetics700,180,eating_cake,charades,65,Eating a sandwich,similar
1699,charades,156,Someone is eating something,kinetics700,180,eating_cake,is-a
1700,kinetics700,181,eating_carrots,charades,65,Eating a sandwich,similar
1701,charades,156,Someone is eating something,kinetics700,181,eating_carrots,is-a
1702,kinetics700,182,eating_chips,charades,65,Eating a sandwich,similar
1703,charades,156,Someone is eating something,kinetics700,182,eating_chips,is-a
1704,kinetics700,183,eating_doughnuts,charades,65,Eating a sandwich,similar
1705,charades,156,Someone is eating something,kinetics700,183,eating_doughnuts,is-a
1706,kinetics700,184,eating_hotdog,charades,65,Eating a sandwich,similar
1707,charades,156,Someone is eating something,kinetics700,184,eating_hotdog,is-a
1708,kinetics700,185,eating_ice_cream,charades,65,Eating a sandwich,similar
1709,charades,156,Someone is eating something,kinetics700,185,eating_ice_cream,is-a
1710,kinetics700,186,eating_nachos,charades,65,Eating a sandwich,similar
1711,charades,156,Someone is eating something,kinetics700,186,eating_nachos,is-a
1712,kinetics700,187,eating_spaghetti,charades,65,Eating a sandwich,similar
1713,charades,156,Someone is eating something,kinetics700,187,eating_spaghetti,is-a
1714,kinetics700,188,eating_watermelon,charades,65,Eating a sandwich,similar
1715,charades,156,Someone is eating something,kinetics700,188,eating_watermelon,is-a
1716,kinetics700,540,sipping_cup,charades,106,Drinking from a cup/glass/bottle,equal
1717,charades,156,Someone is eating something,kinetics700,588,sucking_lolly,is-a
1718,kinetics700,614,tasting_food,charades,65,Eating a sandwich,similar
1719,kinetics700,614,tasting_food,charades,156,Someone is eating something,similar
1720,charades,144,Fixing their hair,kinetics700,38,blowdrying_hair,is-a
1721,charades,144,Fixing their hair,kinetics700,52,braiding_hair,is-a
1722,charades,144,Fixing their hair,kinetics700,60,brushing_hair,is-a
1723,charades,144,Fixing their hair,kinetics700,116,combing_hair,is-a
1724,charades,144,Fixing their hair,kinetics700,139,curling_hair,is-a
1725,kinetics700,207,fixing_hair,charades,144,Fixing their hair,equal
1726,charades,144,Fixing their hair,kinetics700,264,ironing_hair,is-a
1727,charades,144,Fixing their hair,kinetics700,674,washing_hair,is-a
1728,kinetics700,562,sneezing,charades,153,Someone is sneezing,equal
1729,charades,150,Someone is running somewhere,kinetics700,497,running_on_treadmill,is-a
1730,kinetics700,695,writing,charades,145,Working on paper/notebook,is-a
1731,kinetics700,673,washing_feet,charades,139,Washing their hands,similar
1732,kinetics700,675,washing_hands,charades,139,Washing their hands,equal
1733,kinetics700,76,card_throwing,charades,3,Throwing clothes somewhere,similar
1734,kinetics700,76,card_throwing,charades,24,Throwing a bag somewhere,similar
1735,kinetics700,76,card_throwing,charades,31,Throwing a book somewhere,similar
1736,kinetics700,76,card_throwing,charades,36,Throwing a towel/s somewhere,similar
1737,kinetics700,76,card_throwing,charades,45,Throwing a box somewhere,similar
1738,kinetics700,76,card_throwing,charades,58,Throwing shoes somewhere,similar
1739,kinetics700,76,card_throwing,charades,64,Throwing food somewhere,similar
1740,kinetics700,76,card_throwing,charades,74,Throwing a blanket somewhere,similar
1741,kinetics700,76,card_throwing,charades,80,Throwing a pillow somewhere,similar
1742,kinetics700,76,card_throwing,charades,101,Throwing a broom somewhere,similar
1743,kinetics700,76,card_throwing,charades,126,Throwing something on the floor,similar
1744,kinetics700,622,throwing_knife,charades,3,Throwing clothes somewhere,similar
1745,kinetics700,622,throwing_knife,charades,24,Throwing a bag somewhere,similar
1746,kinetics700,622,throwing_knife,charades,31,Throwing a book somewhere,similar
1747,kinetics700,622,throwing_knife,charades,36,Throwing a towel/s somewhere,similar
1748,kinetics700,622,throwing_knife,charades,45,Throwing a box somewhere,similar
1749,kinetics700,622,throwing_knife,charades,58,Throwing shoes somewhere,similar
1750,kinetics700,622,throwing_knife,charades,64,Throwing food somewhere,similar
1751,kinetics700,622,throwing_knife,charades,74,Throwing a blanket somewhere,similar
1752,kinetics700,622,throwing_knife,charades,80,Throwing a pillow somewhere,similar
1753,kinetics700,622,throwing_knife,charades,101,Throwing a broom somewhere,similar
1754,kinetics700,622,throwing_knife,charades,126,Throwing something on the floor,similar
1755,kinetics700,623,throwing_snowballs,charades,3,Throwing clothes somewhere,similar
1756,kinetics700,623,throwing_snowballs,charades,24,Throwing a bag somewhere,similar
1757,kinetics700,623,throwing_snowballs,charades,31,Throwing a book somewhere,similar
1758,kinetics700,623,throwing_snowballs,charades,36,Throwing a towel/s somewhere,similar
1759,kinetics700,623,throwing_snowballs,charades,45,Throwing a box somewhere,similar
1760,kinetics700,623,throwing_snowballs,charades,58,Throwing shoes somewhere,similar
1761,kinetics700,623,throwing_snowballs,charades,64,Throwing food somewhere,similar
1762,kinetics700,623,throwing_snowballs,charades,74,Throwing a blanket somewhere,similar
1763,kinetics700,623,throwing_snowballs,charades,80,Throwing a pillow somewhere,similar
1764,kinetics700,623,throwing_snowballs,charades,101,Throwing a broom somewhere,similar
1765,kinetics700,623,throwing_snowballs,charades,126,Throwing something on the floor,similar
1766,kinetics700,625,throwing_water_balloon,charades,3,Throwing clothes somewhere,similar
1767,kinetics700,625,throwing_water_balloon,charades,24,Throwing a bag somewhere,similar
1768,kinetics700,625,throwing_water_balloon,charades,31,Throwing a book somewhere,similar
1769,kinetics700,625,throwing_water_balloon,charades,36,Throwing a towel/s somewhere,similar
1770,kinetics700,625,throwing_water_balloon,charades,45,Throwing a box somewhere,similar
1771,kinetics700,625,throwing_water_balloon,charades,58,Throwing shoes somewhere,similar
1772,kinetics700,625,throwing_water_balloon,charades,64,Throwing food somewhere,similar
1773,kinetics700,625,throwing_water_balloon,charades,74,Throwing a blanket somewhere,similar
1774,kinetics700,625,throwing_water_balloon,charades,80,Throwing a pillow somewhere,similar
1775,kinetics700,625,throwing_water_balloon,charades,101,Throwing a broom somewhere,similar
1776,kinetics700,625,throwing_water_balloon,charades,126,Throwing something on the floor,similar
1777,kinetics700,114,closing_door,charades,6,Closing a door,equal
1778,kinetics700,114,closing_door,charades,112,Closing a closet/cabinet,is-a
1779,kinetics700,114,closing_door,charades,142,Closing a refrigerator,is-a
1780,charades,97,Walking through a doorway,kinetics700,191,entering_church,is-a
1781,kinetics700,346,opening_door,charades,8,Opening a door,equal
1782,kinetics700,346,opening_door,charades,113,Opening a closet/cabinet,is-a
1783,kinetics700,346,opening_door,charades,143,Opening a refrigerator,is-a
1784,charades,131,Laughing at television,kinetics700,676,watching_tv,is-a
1785,kinetics700,676,watching_tv,charades,132,Watching television,equal
1786,charades,8,Opening a door,kinetics700,348,opening_refrigerator,is-a
1787,kinetics700,348,opening_refrigerator,charades,143,Opening a refrigerator,equal
1788,ucf101,49,Knitting,kinetics700,132,crocheting,is-a
1789,kinetics700,282,knitting,ucf101,49,Knitting,equal
1790,kinetics700,687,weaving_fabric,ucf101,49,Knitting,similar
1791,kinetics700,242,high_jump,ucf101,39,HighJump,equal
1792,kinetics700,242,high_jump,ucf101,50,LongJump,similar
1793,kinetics700,300,long_jump,ucf101,39,HighJump,similar
1794,kinetics700,300,long_jump,ucf101,50,LongJump,equal
1795,kinetics700,443,pole_vault,ucf101,67,PoleVault,equal
1796,kinetics700,639,triple_jump,ucf101,39,HighJump,similar
1797,kinetics700,639,triple_jump,ucf101,50,LongJump,similar
1798,kinetics700,9,archery,ucf101,2,Archery,equal
1799,kinetics700,87,catching_or_throwing_frisbee,ucf101,30,FrisbeeCatch,equal
1800,kinetics700,87,catching_or_throwing_frisbee,ucf101,34,HammerThrow,similar
1801,kinetics700,87,catching_or_throwing_frisbee,ucf101,92,ThrowDiscus,similar
1802,kinetics700,158,disc_golfing,ucf101,92,ThrowDiscus,similar
1803,kinetics700,234,hammer_throw,ucf101,34,HammerThrow,equal
1804,kinetics700,234,hammer_throw,ucf101,92,ThrowDiscus,similar
1805,kinetics700,265,javelin_throw,ucf101,34,HammerThrow,similar
1806,kinetics700,265,javelin_throw,ucf101,44,JavelinThrow,equal
1807,kinetics700,265,javelin_throw,ucf101,92,ThrowDiscus,similar
1808,kinetics700,528,shot_put,ucf101,78,Shotput,equal
1809,kinetics700,619,throwing_axe,ucf101,34,HammerThrow,similar
1810,kinetics700,621,throwing_discus,ucf101,34,HammerThrow,similar
